shipment_id,exporter_name,importer_name,exporter_country,importer_country,country,hs_code,value_usd,ship_date
S00008847,EXPORTER_02617,IMPORTER_03886,KR,GB,KR,340100,56295.06,2024-02-17
S00008848,EXPORTER_01918,IMPORTER_00218,GB,CN,GB,380002,1774.74,2023-09-28
S00008849,EXPORTER_02206,IMPORTER_03950,GB,IL,GB,100201,35415.08,2023-11-29
S00008850,EXPORTER_00751,IMPORTER_03747,CA,SE,CA,390302,65655.35,2024-04-01
S00008851,EXPORTER_03172,IMPORTER_00031,VN,DE,VN,260001,77057.39,2023-05-06
S00008852,EXPORTER_01721,IMPORTER_00091,VN,BR,VN,440301,15165.56,2023-06-30
S00008853,EXPORTER_00077,IMPORTER_01678,US,SE,US,450400,44198.45,2023-12-23
S00008854,EXPORTER_02703,IMPORTER_03056,FR,IT,FR,200302,54051.99,2024-12-22
S00008855,EXPORTER_03500,IMPORTER_03149,IL,CA,IL,460100,26354.63,2023-08-21
S00008856,EXPORTER_03439,IMPORTER_00365,DE,MX,DE,260401,22275.09,2023-03-08
S00008857,EXPORTER_01536,IMPORTER_03824,TR,SG,TR,010402,40891.22,2024-09-11
S00008858,EXPORTER_00088,IMPORTER_01613,FR,TR,FR,370302,44227.18,2024-12-01
S00008859,EXPORTER_00569,IMPORTER_01545,KR,DE,KR,480402,4987.77,2024-01-29
S00008860,EXPORTER_03868,IMPORTER_02454,CN,GB,CN,220101,2717.97,2023-05-10
S00008861,EXPORTER_00448,IMPORTER_03394,KR,GB,KR,260101,27807.43,2023-10-20
S00008862,EXPORTER_00130,IMPORTER_00597,ES,BR,ES,110101,13576.48,2024-12-19
S00008863,EXPORTER_01548,IMPORTER_03350,JP,CA,JP,030402,64772.51,2023-05-24
S00008864,EXPORTER_03765,IMPORTER_01374,CN,SG,CN,020201,42042.65,2023-06-23
S00008865,EXPORTER_03769,IMPORTER_02241,MX,VN,MX,400302,86932.35,2023-12-15
S00008866,EXPORTER_01439,IMPORTER_00836,DE,TR,DE,330000,33658.81,2023-06-23
S00008867,EXPORTER_00396,IMPORTER_02451,SE,IN,SE,210101,18754.23,2023-01-19
S00008868,EXPORTER_00134,IMPORTER_00612,US,DE,US,130400,34613.4,2024-09-12
S00008869,EXPORTER_01639,IMPORTER_00284,DE,ES,DE,350001,67351.84,2024-08-09
S00008870,EXPORTER_03582,IMPORTER_02791,FR,SE,FR,140000,85464.75,2023-07-26
S00008871,EXPORTER_00212,IMPORTER_02970,IT,DE,IT,020402,37552.05,2024-08-27
S00008872,EXPORTER_03462,IMPORTER_01167,GB,GB,GB,160301,71455.43,2023-03-23
S00008873,EXPORTER_02103,IMPORTER_01915,NL,IN,NL,390102,67080.74,2024-06-13
S00008874,EXPORTER_03895,IMPORTER_03788,KR,ES,KR,360002,18676.48,2023-06-22
S00008875,EXPORTER_01581,IMPORTER_01260,FR,NL,FR,410001,12187.76,2023-11-04
S00008876,EXPORTER_02167,IMPORTER_02972,KR,CA,KR,370202,75448.78,2024-11-09
S00008877,EXPORTER_03814,IMPORTER_01979,KR,TR,KR,240000,64117.25,2024-04-14
S00008878,EXPORTER_01951,IMPORTER_03673,VN,SE,VN,050102,39481.66,2023-10-16
S00008879,EXPORTER_00790,IMPORTER_03765,TR,US,TR,240001,22686.99,2023-11-27
S00008880,EXPORTER_01430,IMPORTER_02395,AE,TR,AE,290302,59899.79,2024-12-07
S00008881,EXPORTER_02142,IMPORTER_01758,VN,ES,VN,240401,25389.06,2024-05-20
S00008882,EXPORTER_03958,IMPORTER_02616,KR,AE,KR,410301,53306.11,2023-08-25
S00008883,EXPORTER_02256,IMPORTER_03391,CN,TR,CN,470300,39094.35,2023-04-11
S00008884,EXPORTER_02315,IMPORTER_03998,KR,DE,KR,160002,10285.92,2023-11-18
S00008885,EXPORTER_02643,IMPORTER_02809,IL,IT,IL,160100,65895.22,2023-08-28
S00008886,EXPORTER_01263,IMPORTER_00986,JP,BR,JP,110202,24676.95,2024-01-23
S00008887,EXPORTER_01976,IMPORTER_00940,FR,FR,FR,380002,18872.64,2023-07-06
S00008888,EXPORTER_03625,IMPORTER_01292,GB,GB,GB,100102,86652.64,2023-12-15
S00008889,EXPORTER_03755,IMPORTER_03341,SE,IL,SE,080002,45624.92,2023-07-06
S00008890,EXPORTER_03146,IMPORTER_01658,IL,VN,IL,040400,50462.53,2023-07-09
S00008891,EXPORTER_01713,IMPORTER_02799,MX,FR,MX,380402,53206.43,2023-10-24
S00008892,EXPORTER_00891,IMPORTER_03739,SE,SE,SE,260001,306.78,2024-09-08
S00008893,EXPORTER_03916,IMPORTER_01033,NL,US,NL,490302,10671.98,2024-05-28
S00008894,EXPORTER_01637,IMPORTER_02446,BR,JP,BR,140100,39497.02,2024-02-21
S00008895,EXPORTER_00224,IMPORTER_03971,GB,KR,GB,370402,3031.16,2024-10-20
S00008896,EXPORTER_02683,IMPORTER_02781,VN,CN,VN,050402,86292.19,2023-03-02
S00008897,EXPORTER_00960,IMPORTER_02503,IL,JP,IL,360301,27553.61,2024-11-22
S00008898,EXPORTER_00609,IMPORTER_03568,DE,TR,DE,010202,64554.74,2024-01-03
S00008899,EXPORTER_03181,IMPORTER_01980,AE,CN,AE,330001,50632.02,2024-06-14
S00008900,EXPORTER_03069,IMPORTER_03470,IN,JP,IN,220100,2984.17,2024-03-24
S00008901,EXPORTER_02716,IMPORTER_03237,SE,IN,SE,390000,44898.8,2023-08-27
S00008902,EXPORTER_02581,IMPORTER_02385,JP,TR,JP,120101,37897.75,2024-04-25
S00008903,EXPORTER_00078,IMPORTER_01878,SE,IN,SE,490000,21863.63,2023-08-31
S00008904,EXPORTER_02118,IMPORTER_03366,SG,JP,SG,470301,24735.12,2023-04-28
S00008905,EXPORTER_01872,IMPORTER_03543,VN,ES,VN,090400,64355.46,2023-09-17
S00008906,EXPORTER_01784,IMPORTER_00244,DE,IT,DE,090300,80484.42,2023-04-11
S00008907,EXPORTER_03323,IMPORTER_02497,VN,BR,VN,250201,76999.55,2024-02-07
S00008908,EXPORTER_03300,IMPORTER_01006,SG,FR,SG,250200,60681.09,2024-08-07
S00008909,EXPORTER_03196,IMPORTER_03230,IL,VN,IL,240300,9795.33,2023-05-07
S00008910,EXPORTER_03684,IMPORTER_03241,FR,MX,FR,170401,56830.65,2024-05-01
S00008911,EXPORTER_00625,IMPORTER_00285,IL,JP,IL,140202,66121.71,2024-06-20
S00008912,EXPORTER_01328,IMPORTER_02046,IN,BR,IN,190201,59845.64,2023-12-19
S00008913,EXPORTER_01420,IMPORTER_01033,AE,IT,AE,020302,83119.11,2023-05-10
S00008914,EXPORTER_02785,IMPORTER_02618,AE,CA,AE,070001,3377.25,2023-08-15
S00008915,EXPORTER_01433,IMPORTER_03190,VN,FR,VN,030101,22487.81,2024-08-13
S00008916,EXPORTER_01419,IMPORTER_00098,CN,GB,CN,280401,32019.95,2024-01-02
S00008917,EXPORTER_01538,IMPORTER_02609,SE,BR,SE,140200,22440.88,2024-09-22
S00008918,EXPORTER_01937,IMPORTER_00307,IL,ES,IL,380101,19100.41,2023-01-24
S00008919,EXPORTER_03538,IMPORTER_01240,TR,US,TR,120000,89249.53,2024-04-16
S00008920,EXPORTER_01348,IMPORTER_02258,GB,IL,GB,200100,66157.65,2024-12-26
S00008921,EXPORTER_02451,IMPORTER_02812,GB,IL,GB,320300,42540.23,2023-12-13
S00008922,EXPORTER_01861,IMPORTER_02577,SE,TR,SE,090200,68447.2,2023-05-24
S00008923,EXPORTER_00103,IMPORTER_02842,CA,FR,CA,190300,11455.73,2024-07-04
S00008924,EXPORTER_02885,IMPORTER_02356,TR,BR,TR,360300,84731.57,2023-01-03
S00008925,EXPORTER_00632,IMPORTER_02370,BR,AE,BR,150200,58894.41,2023-11-17
S00008926,EXPORTER_03052,IMPORTER_00979,GB,US,GB,430002,58335.53,2024-08-05
S00008927,EXPORTER_03099,IMPORTER_02412,KR,NL,KR,140202,11681.48,2023-03-26
S00008928,EXPORTER_01085,IMPORTER_02817,JP,FR,JP,180001,5144.85,2024-09-24
S00008929,EXPORTER_02272,IMPORTER_00152,IN,JP,IN,360300,67635.7,2023-12-12
S00008930,EXPORTER_02292,IMPORTER_01361,IL,IT,IL,210100,5787.67,2024-10-28
S00008931,EXPORTER_01210,IMPORTER_01044,IL,SE,IL,270102,18601.52,2024-03-31
S00008932,EXPORTER_02195,IMPORTER_00057,ES,AE,ES,350002,75002.59,2023-07-24
S00008933,EXPORTER_01559,IMPORTER_03678,KR,IL,KR,230301,4395.78,2024-01-09
S00008934,EXPORTER_02859,IMPORTER_03279,FR,JP,FR,230000,24004.07,2023-07-01
S00008935,EXPORTER_00887,IMPORTER_01039,MX,CN,MX,250202,25166.14,2024-04-18
S00008936,EXPORTER_00951,IMPORTER_02132,SE,CN,SE,460300,8976.61,2023-08-17
S00008937,EXPORTER_02212,IMPORTER_00220,KR,US,KR,080200,68607.68,2023-12-10
S00008938,EXPORTER_01302,IMPORTER_03723,AE,ES,AE,070200,14796.35,2024-05-24
S00008939,EXPORTER_02303,IMPORTER_02677,SE,US,SE,430100,8910.65,2024-03-31
S00008940,EXPORTER_02160,IMPORTER_03336,JP,IT,JP,020101,10135.75,2024-02-21
S00008941,EXPORTER_02140,IMPORTER_01697,GB,MX,GB,320301,72489.88,2023-10-02
S00008942,EXPORTER_02386,IMPORTER_03034,BR,CN,BR,190301,87907.46,2023-07-13
S00008943,EXPORTER_01815,IMPORTER_02697,CA,CA,CA,320101,36700.01,2023-05-18
S00008944,EXPORTER_01405,IMPORTER_02403,JP,JP,JP,080400,78080.22,2023-11-08
S00008945,EXPORTER_00469,IMPORTER_01996,AE,ES,AE,470202,66846.54,2024-11-07
S00008946,EXPORTER_00916,IMPORTER_00330,DE,BR,DE,230401,61338.69,2024-07-31
S00008947,EXPORTER_00174,IMPORTER_01952,GB,TR,GB,060400,33850.12,2024-09-19
S00008948,EXPORTER_00810,IMPORTER_03576,KR,MX,KR,010000,76812.99,2023-10-25
S00008949,EXPORTER_00673,IMPORTER_03078,CA,DE,CA,360200,40153.96,2024-04-01
S00008950,EXPORTER_02225,IMPORTER_03332,GB,CA,GB,390000,66710.44,2023-02-28
S00008951,EXPORTER_02583,IMPORTER_00476,DE,NL,DE,390300,71731.88,2024-04-16
S00008952,EXPORTER_01987,IMPORTER_02883,BR,ES,BR,300202,45651.24,2023-02-05
S00008953,EXPORTER_02907,IMPORTER_03950,IN,BR,IN,060201,12097.63,2024-09-19
S00008954,EXPORTER_02347,IMPORTER_02728,AE,KR,AE,270102,58605.18,2024-08-18
S00008955,EXPORTER_00123,IMPORTER_03735,SE,JP,SE,050201,27291.42,2024-05-05
S00008956,EXPORTER_03561,IMPORTER_00864,MX,TR,MX,090100,66472.9,2023-11-07
S00008957,EXPORTER_02116,IMPORTER_01922,VN,FR,VN,400201,45833.97,2023-03-27
S00008958,EXPORTER_02495,IMPORTER_02628,US,IL,US,350202,89202.21,2023-04-17
S00008959,EXPORTER_01959,IMPORTER_03599,KR,GB,KR,390102,13769.5,2023-11-17
S00008960,EXPORTER_00753,IMPORTER_02720,AE,VN,AE,090000,28465.15,2023-03-25
S00008961,EXPORTER_02446,IMPORTER_02995,AE,FR,AE,450100,13116.12,2024-08-22
S00008962,EXPORTER_03407,IMPORTER_03128,CA,AE,CA,110102,87829.79,2024-10-10
S00008963,EXPORTER_03120,IMPORTER_01980,CN,NL,CN,420300,6871.5,2023-12-15
S00008964,EXPORTER_00546,IMPORTER_03875,IT,VN,IT,010302,70650.32,2024-10-03
S00008965,EXPORTER_03520,IMPORTER_01364,GB,NL,GB,350100,81865.09,2023-08-11
S00008966,EXPORTER_01552,IMPORTER_02017,NL,US,NL,300002,39036.66,2024-09-26
S00008967,EXPORTER_01848,IMPORTER_00569,GB,SE,GB,210000,32076.82,2023-10-13
S00008968,EXPORTER_00432,IMPORTER_02577,VN,SG,VN,340401,77722.27,2023-03-10
S00008969,EXPORTER_03886,IMPORTER_03336,BR,IN,BR,210100,68398.74,2024-11-23
S00008970,EXPORTER_01871,IMPORTER_01030,FR,ES,FR,480201,18377.56,2023-04-05
S00008971,EXPORTER_00918,IMPORTER_00341,FR,GB,FR,090002,53386.07,2023-06-15
S00008972,EXPORTER_00266,IMPORTER_00351,DE,FR,DE,090402,36211.34,2023-03-07
S00008973,EXPORTER_01408,IMPORTER_00348,GB,CA,GB,390402,32428.25,2023-07-15
S00008974,EXPORTER_01258,IMPORTER_03171,DE,KR,DE,270400,48691.16,2023-11-09
S00008975,EXPORTER_01518,IMPORTER_00634,ES,BR,ES,020202,47780.2,2024-12-13
S00008976,EXPORTER_00218,IMPORTER_02590,MX,CN,MX,300302,37679.45,2023-04-30
S00008977,EXPORTER_01420,IMPORTER_03738,FR,SG,FR,430400,27804.48,2023-12-29
S00008978,EXPORTER_03326,IMPORTER_02314,GB,IT,GB,050002,44962.99,2024-03-02
S00008979,EXPORTER_00151,IMPORTER_00644,US,FR,US,090301,59907.42,2024-02-13
S00008980,EXPORTER_02284,IMPORTER_03457,TR,TR,TR,490400,26059.13,2023-05-10
S00008981,EXPORTER_02700,IMPORTER_01343,US,SE,US,410201,39523.98,2023-06-21
S00008982,EXPORTER_02826,IMPORTER_03144,KR,FR,KR,070300,84755.76,2023-12-15
S00008983,EXPORTER_03709,IMPORTER_01547,CA,CN,CA,430200,42773.97,2024-09-15
S00008984,EXPORTER_02198,IMPORTER_03583,AE,IL,AE,140301,62838.94,2024-10-07
S00008985,EXPORTER_03256,IMPORTER_01518,IL,CA,IL,280102,83956.97,2024-04-06
S00008986,EXPORTER_02275,IMPORTER_00163,IT,SG,IT,390401,2985.76,2023-11-21
S00008987,EXPORTER_00860,IMPORTER_03839,SG,NL,SG,240001,63378.76,2023-08-10
S00008988,EXPORTER_00616,IMPORTER_02038,KR,IN,KR,390400,82931.65,2023-04-15
S00008989,EXPORTER_01550,IMPORTER_02617,NL,IN,NL,220402,28302.1,2023-04-07
S00008990,EXPORTER_01068,IMPORTER_02234,FR,JP,FR,160200,43966.75,2024-03-03
S00008991,EXPORTER_00709,IMPORTER_01040,CA,BR,CA,200101,7861.84,2024-03-01
S00008992,EXPORTER_02293,IMPORTER_01643,NL,VN,NL,280400,34712.22,2024-12-24
S00008993,EXPORTER_02532,IMPORTER_00494,MX,AE,MX,160001,58704.24,2024-03-17
S00008994,EXPORTER_02441,IMPORTER_02330,KR,BR,KR,210402,27247.58,2023-01-02
S00008995,EXPORTER_03139,IMPORTER_02588,NL,VN,NL,230200,43495.3,2024-01-05
S00008996,EXPORTER_02707,IMPORTER_01784,CN,FR,CN,040302,75749.17,2023-06-18
S00008997,EXPORTER_01861,IMPORTER_01556,CN,VN,CN,300300,6797.71,2023-12-23
S00008998,EXPORTER_03187,IMPORTER_02493,GB,VN,GB,210000,78665.3,2024-02-28
S00008999,EXPORTER_00856,IMPORTER_00826,MX,CN,MX,220100,62300.75,2024-04-17
S00009000,EXPORTER_02422,IMPORTER_02748,SG,SG,SG,220402,41488.72,2023-03-06
S00009001,EXPORTER_01374,IMPORTER_02138,MX,AE,MX,160002,13688.77,2023-12-05
S00009002,EXPORTER_02822,IMPORTER_00200,IN,FR,IN,170200,14494.51,2024-06-26
S00009003,EXPORTER_01136,IMPORTER_02901,FR,KR,FR,290000,39219.34,2023-12-11
S00009004,EXPORTER_03740,IMPORTER_02804,ES,JP,ES,010000,64856.35,2023-10-08
S00009005,EXPORTER_01267,IMPORTER_03956,US,NL,US,300201,52921.0,2024-06-22
S00009006,EXPORTER_00134,IMPORTER_00620,TR,ES,TR,050400,70463.43,2023-09-27
S00009007,EXPORTER_02065,IMPORTER_02105,IN,IN,IN,110300,27301.25,2023-09-02
S00009008,EXPORTER_03406,IMPORTER_00555,GB,CN,GB,390202,12586.96,2023-03-09
S00009009,EXPORTER_03751,IMPORTER_03361,FR,VN,FR,440402,30648.61,2023-04-20
S00009010,EXPORTER_02629,IMPORTER_01630,DE,GB,DE,470201,80233.21,2024-08-24
S00009011,EXPORTER_01358,IMPORTER_00820,US,IN,US,380302,4874.5,2024-03-30
S00009012,EXPORTER_01154,IMPORTER_02527,KR,AE,KR,400402,28654.64,2023-10-02
S00009013,EXPORTER_03446,IMPORTER_02242,MX,SG,MX,390301,42486.91,2024-06-25
S00009014,EXPORTER_01422,IMPORTER_03532,FR,JP,FR,100202,71091.85,2024-10-23
S00009015,EXPORTER_03655,IMPORTER_03700,VN,NL,VN,210002,19775.8,2024-08-06
S00009016,EXPORTER_02225,IMPORTER_01835,TR,GB,TR,270301,78836.58,2024-01-20
S00009017,EXPORTER_02516,IMPORTER_00960,FR,KR,FR,230200,51244.83,2024-05-10
S00009018,EXPORTER_01636,IMPORTER_03471,CA,IN,CA,490300,89715.08,2024-05-07
S00009019,EXPORTER_03667,IMPORTER_01266,SG,KR,SG,080202,78365.74,2024-07-02
S00009020,EXPORTER_03541,IMPORTER_03930,CN,SG,CN,280102,7432.24,2024-05-15
S00009021,EXPORTER_00172,IMPORTER_03765,SE,VN,SE,130201,76599.85,2024-08-17
S00009022,EXPORTER_01051,IMPORTER_00111,IL,VN,IL,060100,39987.45,2024-08-08
S00009023,EXPORTER_03793,IMPORTER_01089,DE,CA,DE,280302,60296.94,2024-04-22
S00009024,EXPORTER_01866,IMPORTER_00454,SG,NL,SG,380400,83394.39,2023-11-07
S00009025,EXPORTER_02887,IMPORTER_02831,IT,SG,IT,240000,60583.51,2023-04-12
S00009026,EXPORTER_02962,IMPORTER_02639,BR,CA,BR,120202,76982.93,2024-06-28
S00009027,EXPORTER_02768,IMPORTER_00128,KR,KR,KR,260200,49454.39,2023-12-10
S00009028,EXPORTER_00775,IMPORTER_01774,TR,DE,TR,120201,36088.57,2023-11-10
S00009029,EXPORTER_02475,IMPORTER_02056,FR,CA,FR,370302,21668.97,2024-11-15
S00009030,EXPORTER_03966,IMPORTER_02701,AE,ES,AE,070200,47548.63,2024-07-05
S00009031,EXPORTER_03830,IMPORTER_02263,NL,DE,NL,190300,48740.99,2024-01-18
S00009032,EXPORTER_02333,IMPORTER_01720,NL,GB,NL,140102,23654.0,2023-07-07
S00009033,EXPORTER_01806,IMPORTER_01586,US,ES,US,200000,47809.37,2023-03-06
S00009034,EXPORTER_02187,IMPORTER_02733,IT,GB,IT,290400,21275.41,2023-10-30
S00009035,EXPORTER_03153,IMPORTER_00414,IN,CN,IN,340101,82237.83,2023-02-08
S00009036,EXPORTER_03388,IMPORTER_03428,AE,CA,AE,470201,58203.27,2023-08-23
S00009037,EXPORTER_01617,IMPORTER_00278,IN,VN,IN,320302,80718.84,2024-01-09
S00009038,EXPORTER_01173,IMPORTER_01525,FR,IN,FR,420100,33031.98,2023-03-08
S00009039,EXPORTER_02059,IMPORTER_03489,AE,TR,AE,020400,26590.48,2023-06-17
S00009040,EXPORTER_01572,IMPORTER_01636,BR,DE,BR,450300,89724.98,2023-11-17
S00009041,EXPORTER_00696,IMPORTER_01268,GB,GB,GB,040401,36643.37,2024-04-18
S00009042,EXPORTER_02394,IMPORTER_01459,DE,IN,DE,360000,67200.44,2023-09-23
S00009043,EXPORTER_02193,IMPORTER_01092,SG,IT,SG,420201,3493.71,2024-02-24
S00009044,EXPORTER_01852,IMPORTER_02103,CA,ES,CA,480301,43766.44,2024-04-28
S00009045,EXPORTER_03356,IMPORTER_02118,CA,IL,CA,320400,50974.59,2023-04-06
S00009046,EXPORTER_01797,IMPORTER_02923,IT,US,IT,390301,40212.57,2023-01-04
S00009047,EXPORTER_02805,IMPORTER_00580,IT,SG,IT,210102,63580.64,2024-08-28
S00009048,EXPORTER_02779,IMPORTER_01380,VN,NL,VN,250401,4550.15,2024-07-09
S00009049,EXPORTER_03761,IMPORTER_03145,MX,MX,MX,250300,10454.58,2023-11-09
S00009050,EXPORTER_03036,IMPORTER_03837,JP,ES,JP,090001,26916.25,2023-08-26
S00009051,EXPORTER_02975,IMPORTER_03608,SE,TR,SE,150202,81517.35,2024-10-24
S00009052,EXPORTER_02116,IMPORTER_00739,CA,SG,CA,050002,53464.33,2023-04-12
S00009053,EXPORTER_03570,IMPORTER_01507,KR,SG,KR,440301,56203.2,2023-04-14
S00009054,EXPORTER_01704,IMPORTER_01438,IL,IN,IL,040401,1259.28,2023-09-23
S00009055,EXPORTER_01947,IMPORTER_01435,IL,JP,IL,200400,40297.74,2024-08-30
S00009056,EXPORTER_03908,IMPORTER_00092,BR,IL,BR,340400,54627.66,2024-10-13
S00009057,EXPORTER_02330,IMPORTER_03303,MX,SG,MX,010002,35617.97,2023-07-07
S00009058,EXPORTER_01322,IMPORTER_03529,AE,JP,AE,400000,18350.67,2024-10-12
S00009059,EXPORTER_00154,IMPORTER_00721,SE,IL,SE,150201,21617.47,2024-04-10
S00009060,EXPORTER_02869,IMPORTER_01229,DE,JP,DE,130300,2668.66,2024-04-12
S00009061,EXPORTER_03811,IMPORTER_02943,CA,BR,CA,470201,18310.35,2023-12-10
S00009062,EXPORTER_03049,IMPORTER_01532,ES,CA,ES,280201,71892.72,2023-08-25
S00009063,EXPORTER_02325,IMPORTER_02870,SG,MX,SG,220202,24649.7,2023-05-12
S00009064,EXPORTER_02002,IMPORTER_03537,IN,VN,IN,100000,39366.63,2023-11-28
S00009065,EXPORTER_02109,IMPORTER_01568,IL,AE,IL,470102,74735.21,2024-08-12
S00009066,EXPORTER_02105,IMPORTER_01656,ES,DE,ES,250201,33169.22,2023-07-27
S00009067,EXPORTER_01291,IMPORTER_00593,IN,CA,IN,110000,10473.94,2024-07-07
S00009068,EXPORTER_02576,IMPORTER_03276,BR,CA,BR,380202,66890.69,2023-08-19
S00009069,EXPORTER_01542,IMPORTER_03193,ES,MX,ES,270101,26825.4,2024-04-24
S00009070,EXPORTER_02420,IMPORTER_00342,CA,KR,CA,170201,67957.93,2024-11-19
S00009071,EXPORTER_00485,IMPORTER_01572,ES,NL,ES,400002,53693.99,2024-05-01
S00009072,EXPORTER_02516,IMPORTER_01857,ES,CN,ES,220200,52654.68,2023-06-27
S00009073,EXPORTER_00489,IMPORTER_02648,IN,IL,IN,230100,65245.23,2023-12-14
S00009074,EXPORTER_00410,IMPORTER_00728,NL,DE,NL,300100,29522.19,2023-11-12
S00009075,EXPORTER_03396,IMPORTER_01578,NL,SG,NL,260300,12310.53,2024-10-24
S00009076,EXPORTER_03913,IMPORTER_01700,CA,VN,CA,460200,6361.49,2023-07-10
S00009077,EXPORTER_01693,IMPORTER_00605,IT,FR,IT,470402,73676.11,2024-01-27
S00009078,EXPORTER_01500,IMPORTER_02506,MX,DE,MX,050001,38707.38,2024-05-26
S00009079,EXPORTER_01684,IMPORTER_00237,IL,CN,IL,280302,83919.16,2024-06-10
S00009080,EXPORTER_02604,IMPORTER_00836,CN,NL,CN,160400,89306.19,2024-10-07
S00009081,EXPORTER_02175,IMPORTER_02382,DE,KR,DE,160000,13906.92,2023-12-28
S00009082,EXPORTER_02978,IMPORTER_00529,US,IT,US,380100,15641.41,2024-10-11
S00009083,EXPORTER_03049,IMPORTER_01859,VN,NL,VN,330102,54746.39,2023-03-30
S00009084,EXPORTER_00760,IMPORTER_01698,IL,MX,IL,110402,17265.89,2024-12-31
S00009085,EXPORTER_01750,IMPORTER_03200,FR,SG,FR,030400,81786.97,2024-06-21
S00009086,EXPORTER_02678,IMPORTER_03563,ES,JP,ES,020000,57693.72,2024-09-13
S00009087,EXPORTER_01256,IMPORTER_02787,NL,US,NL,020302,14613.29,2024-03-27
S00009088,EXPORTER_01278,IMPORTER_01516,TR,ES,TR,250302,42652.24,2023-06-28
S00009089,EXPORTER_03095,IMPORTER_00201,CA,CA,CA,240000,77495.48,2023-04-18
S00009090,EXPORTER_00911,IMPORTER_02065,ES,JP,ES,020402,56259.78,2024-06-16
S00009091,EXPORTER_01245,IMPORTER_01411,CA,KR,CA,040200,17781.48,2024-05-18
S00009092,EXPORTER_03547,IMPORTER_03775,IN,CA,IN,310202,28671.12,2024-09-19
S00009093,EXPORTER_00156,IMPORTER_03528,CN,KR,CN,070200,23781.74,2024-11-17
S00009094,EXPORTER_01809,IMPORTER_02906,VN,NL,VN,040102,16890.91,2023-11-27
S00009095,EXPORTER_02123,IMPORTER_02587,IL,NL,IL,210302,4914.34,2023-03-14
S00009096,EXPORTER_01523,IMPORTER_03338,NL,GB,NL,470002,3187.48,2023-08-02
S00009097,EXPORTER_03369,IMPORTER_00353,BR,CA,BR,420102,64998.92,2024-01-06
S00009098,EXPORTER_01739,IMPORTER_01752,SE,CA,SE,110000,27553.09,2024-01-24
S00009099,EXPORTER_03039,IMPORTER_01093,GB,DE,GB,400001,7910.88,2024-05-23
S00009100,EXPORTER_03024,IMPORTER_02898,SE,SE,SE,430100,66312.96,2023-07-17
S00009101,EXPORTER_01171,IMPORTER_00140,US,CN,US,110100,46466.17,2024-08-15
S00009102,EXPORTER_02158,IMPORTER_01850,AE,JP,AE,470400,58866.64,2024-03-27
S00009103,EXPORTER_02958,IMPORTER_02064,VN,IN,VN,390002,38942.57,2023-10-15
S00009104,EXPORTER_03911,IMPORTER_00374,GB,VN,GB,080401,16436.48,2024-08-23
S00009105,EXPORTER_02284,IMPORTER_03638,NL,MX,NL,430301,2326.31,2024-12-19
S00009106,EXPORTER_00210,IMPORTER_00800,MX,SE,MX,060300,10391.46,2024-01-30
S00009107,EXPORTER_00131,IMPORTER_02954,GB,JP,GB,020001,2324.82,2023-12-20
S00009108,EXPORTER_02027,IMPORTER_03816,TR,MX,TR,450401,59658.73,2024-02-08
S00009109,EXPORTER_00066,IMPORTER_02027,GB,IT,GB,010401,66407.36,2024-01-02
S00009110,EXPORTER_02876,IMPORTER_03997,DE,GB,DE,170102,39657.55,2023-11-29
S00009111,EXPORTER_02736,IMPORTER_01332,IT,IN,IT,140202,56609.61,2024-10-22
S00009112,EXPORTER_01901,IMPORTER_03948,DE,DE,DE,020002,54693.78,2024-05-22
S00009113,EXPORTER_01289,IMPORTER_01159,BR,IT,BR,210400,47614.76,2024-05-23
S00009114,EXPORTER_03941,IMPORTER_01916,SE,JP,SE,440200,66851.56,2024-07-12
S00009115,EXPORTER_02379,IMPORTER_00705,SG,BR,SG,130002,29669.61,2024-07-22
S00009116,EXPORTER_03928,IMPORTER_02960,SG,FR,SG,310000,41676.32,2024-06-21
S00009117,EXPORTER_01001,IMPORTER_01706,FR,MX,FR,160202,38901.27,2023-05-20
S00009118,EXPORTER_02038,IMPORTER_02060,AE,CN,AE,440100,61307.25,2023-06-08
S00009119,EXPORTER_03275,IMPORTER_02609,BR,IL,BR,310100,72412.62,2024-02-11
S00009120,EXPORTER_02824,IMPORTER_03867,VN,FR,VN,430402,43165.56,2023-11-25
S00009121,EXPORTER_00909,IMPORTER_03963,IL,CA,IL,250000,20944.79,2023-11-10
S00009122,EXPORTER_01890,IMPORTER_00236,VN,JP,VN,390001,16461.88,2024-04-24
S00009123,EXPORTER_03201,IMPORTER_03793,IN,TR,IN,490000,76507.01,2023-02-14
S00009124,EXPORTER_00420,IMPORTER_02060,TR,TR,TR,100400,76522.09,2024-04-25
S00009125,EXPORTER_01908,IMPORTER_00602,IT,JP,IT,120102,89887.71,2023-03-12
S00009126,EXPORTER_01649,IMPORTER_03747,IL,FR,IL,010301,28852.93,2023-05-02
S00009127,EXPORTER_00918,IMPORTER_01907,IT,GB,IT,260201,84242.62,2024-11-15
S00009128,EXPORTER_02381,IMPORTER_03168,MX,AE,MX,250001,5395.69,2023-07-08
S00009129,EXPORTER_03618,IMPORTER_02998,AE,IL,AE,020102,84686.6,2023-02-21
S00009130,EXPORTER_01146,IMPORTER_00893,GB,CN,GB,460001,23090.45,2024-01-16
S00009131,EXPORTER_01053,IMPORTER_02545,TR,IT,TR,270302,50196.78,2024-05-05
